ip_id,label,n_huge_CR,n_huge_DR,diff_huge_train_CR_DR,n_ATM,n_Branch,n_CDM,n_CorporateConnect,n_EDC,n_KPlus,most_frequent_channel,n_CR_ATM,n_CR_Branch,n_CR_CDM,n_CR_CorporateConnect,n_CR_EDC,n_CR_KPlus,most_frequent_CR_channel,n_DR_ATM,n_DR_Branch,n_DR_CorporateConnect,n_DR_EDC,n_DR_KPlus,most_frequent_DR_channel,n_CR,n_DR,diff_n_CR_DR,most_frequent_tp,sum_amt_CR,sum_amt_DR,diff_sum_amt_CR_DR,sum_amt_CR_per_month,sum_amt_DR_per_month,max_sum_amt_tp,avg_amt_CR,avg_amt_DR,diff_avg_amt_CR_DR,max_avg_amt_tp
4983,0.0,0,0,0,11.0,8.0,2.0,6.0,1.0,10.0,n_ATM,9.0,3.0,2.0,4.0,0.0,8.0,n_CR_ATM,2.0,5.0,2.0,1.0,2.0,n_DR_Branch,26,12,14,n_CR,156333.0,111409.0,44924.0,11166.642857142857,7957.785714285715,sum_amt_CR,6012.807692307692,9284.083333333334,-3271.2756410256416,avg_amt_DR
4984,0.0,0,0,0,14.0,6.0,4.0,9.0,5.0,12.0,n_ATM,4.0,2.0,4.0,6.0,0.0,6.0,n_CR_CorporateConnect,10.0,4.0,3.0,5.0,6.0,n_DR_ATM,22,28,-6,n_DR,119401.0,136445.0,-17044.0,8528.642857142857,9746.07142857143,sum_amt_DR,5427.318181818182,4873.035714285715,554.2824675324673,avg_amt_CR
4985,0.0,0,0,0,6.0,12.0,5.0,7.0,3.0,6.0,n_Branch,5.0,6.0,5.0,5.0,0.0,3.0,n_CR_Branch,1.0,6.0,2.0,3.0,3.0,n_DR_Branch,24,15,9,n_CR,116301.0,72098.0,44203.0,8307.214285714286,5149.857142857143,sum_amt_CR,4845.875,4806.533333333334,39.34166666666624,avg_amt_CR
4986,0.0,0,0,0,7.0,10.0,2.0,4.0,1.0,6.0,n_Branch,4.0,8.0,2.0,4.0,0.0,4.0,n_CR_Branch,3.0,2.0,0.0,1.0,2.0,n_DR_ATM,22,8,14,n_CR,123496.0,28935.0,94561.0,8821.142857142857,2066.785714285714,sum_amt_CR,5613.454545454545,3616.875,1996.579545454545,avg_amt_CR
4987,0.0,0,0,0,7.0,9.0,4.0,7.0,4.0,6.0,n_Branch,4.0,3.0,4.0,4.0,0.0,3.0,n_CR_ATM,3.0,6.0,3.0,4.0,3.0,n_DR_Branch,18,19,-1,n_DR,98496.0,94788.0,3708.0,7035.428571428572,6770.571428571428,sum_amt_CR,5472.0,4988.8421052631575,483.15789473684254,avg_amt_CR
4988,0.0,0,0,0,4.0,6.0,4.0,6.0,5.0,5.0,n_Branch,4.0,3.0,4.0,1.0,0.0,4.0,n_CR_ATM,0.0,3.0,5.0,5.0,1.0,n_DR_CorporateConnect,16,14,2,n_CR,109762.0,66002.0,43760.0,7840.142857142857,4714.428571428572,sum_amt_CR,6860.125,4714.428571428572,2145.6964285714284,avg_amt_CR
4989,0.0,0,0,0,6.0,9.0,4.0,12.0,2.0,5.0,n_CorporateConnect,3.0,5.0,4.0,4.0,0.0,0.0,n_CR_Branch,3.0,4.0,8.0,2.0,5.0,n_DR_CorporateConnect,16,22,-6,n_DR,100462.0,112770.0,-12308.0,7175.857142857143,8055.0,sum_amt_DR,6278.875,5125.909090909091,1152.965909090909,avg_amt_CR
4990,0.0,0,0,0,10.0,4.0,3.0,5.0,2.0,7.0,n_ATM,6.0,2.0,3.0,3.0,0.0,2.0,n_CR_ATM,4.0,2.0,2.0,2.0,5.0,n_DR_KPlus,16,15,1,n_CR,140885.0,66381.0,74504.0,10063.214285714286,4741.5,sum_amt_CR,8805.3125,4425.4,4379.9125,avg_amt_CR
4991,0.0,0,0,0,3.0,7.0,6.0,10.0,4.0,6.0,n_CorporateConnect,2.0,5.0,6.0,4.0,0.0,4.0,n_CR_CDM,1.0,2.0,6.0,4.0,2.0,n_DR_CorporateConnect,21,15,6,n_CR,79933.0,69402.0,10531.0,5709.5,4957.285714285715,sum_amt_CR,3806.3333333333335,4626.8,-820.4666666666667,avg_amt_DR
4992,0.0,0,0,0,5.0,5.0,8.0,9.0,2.0,6.0,n_CorporateConnect,2.0,3.0,8.0,5.0,0.0,2.0,n_CR_CDM,3.0,2.0,4.0,2.0,4.0,n_DR_CorporateConnect,20,15,5,n_CR,105280.0,71015.0,34265.0,7520.0,5072.5,sum_amt_CR,5264.0,4734.333333333333,529.666666666667,avg_amt_CR
4993,0.0,0,0,0,4.0,8.0,4.0,4.0,3.0,6.0,n_Branch,2.0,2.0,4.0,2.0,0.0,4.0,n_CR_CDM,2.0,6.0,2.0,3.0,2.0,n_DR_Branch,14,15,-1,n_DR,70277.0,76627.0,-6350.0,5019.785714285715,5473.357142857143,sum_amt_DR,5019.785714285715,5108.466666666666,-88.68095238095157,avg_amt_DR
4994,0.0,0,0,0,8.0,11.0,4.0,13.0,3.0,2.0,n_CorporateConnect,5.0,4.0,4.0,8.0,0.0,2.0,n_CR_CorporateConnect,3.0,7.0,5.0,3.0,0.0,n_DR_Branch,23,18,5,n_CR,89960.0,67181.0,22779.0,6425.714285714285,4798.642857142857,sum_amt_CR,3911.304347826087,3732.277777777778,179.02657004830917,avg_amt_CR
4995,0.0,0,0,0,7.0,6.0,4.0,6.0,3.0,7.0,n_ATM,3.0,2.0,4.0,0.0,0.0,4.0,n_CR_CDM,4.0,4.0,6.0,3.0,3.0,n_DR_CorporateConnect,13,20,-7,n_DR,74379.0,95094.0,-20715.0,5312.785714285715,6792.428571428572,sum_amt_DR,5721.461538461538,4754.7,966.7615384615383,avg_amt_CR
4996,0.0,0,0,0,7.0,10.0,5.0,10.0,5.0,2.0,n_Branch,5.0,4.0,5.0,4.0,0.0,2.0,n_CR_ATM,2.0,6.0,6.0,5.0,0.0,n_DR_Branch,20,19,1,n_CR,88524.0,128092.0,-39568.0,6323.142857142857,9149.42857142857,sum_amt_DR,4426.2,6741.684210526316,-2315.484210526316,avg_amt_DR
4997,0.0,0,0,0,6.0,7.0,4.0,3.0,3.0,10.0,n_KPlus,4.0,2.0,4.0,2.0,0.0,5.0,n_CR_KPlus,2.0,5.0,1.0,3.0,5.0,n_DR_Branch,17,16,1,n_CR,100429.0,105708.0,-5279.0,7173.5,7550.571428571428,sum_amt_DR,5907.588235294118,6606.75,-699.161764705882,avg_amt_DR
4998,0.0,0,0,0,10.0,7.0,2.0,7.0,6.0,8.0,n_ATM,4.0,5.0,2.0,3.0,0.0,4.0,n_CR_Branch,6.0,2.0,4.0,6.0,4.0,n_DR_ATM,18,22,-4,n_DR,113298.0,125938.0,-12640.0,8092.714285714285,8995.57142857143,sum_amt_DR,6294.333333333333,5724.454545454545,569.878787878788,avg_amt_CR
4999,0.0,0,0,0,5.0,9.0,6.0,6.0,4.0,7.0,n_Branch,2.0,6.0,6.0,2.0,0.0,5.0,n_CR_Branch,3.0,3.0,4.0,4.0,2.0,n_DR_CorporateConnect,21,16,5,n_CR,71187.0,70013.0,1174.0,5084.785714285715,5000.928571428572,sum_amt_CR,3389.8571428571427,4375.8125,-985.9553571428573,avg_amt_DR
5000,0.0,0,0,0,11.0,2.0,2.0,7.0,5.0,8.0,n_ATM,5.0,1.0,2.0,2.0,0.0,6.0,n_CR_KPlus,6.0,1.0,5.0,5.0,2.0,n_DR_ATM,16,19,-3,n_DR,65883.0,97201.0,-31318.0,4705.928571428572,6942.928571428572,sum_amt_DR,4117.6875,5115.8421052631575,-998.1546052631575,avg_amt_DR
5001,0.0,0,0,0,2.0,7.0,5.0,9.0,3.0,13.0,n_KPlus,1.0,3.0,5.0,6.0,0.0,6.0,n_CR_CorporateConnect,1.0,4.0,3.0,3.0,7.0,n_DR_KPlus,21,18,3,n_CR,130922.0,123811.0,7111.0,9351.57142857143,8843.642857142857,sum_amt_CR,6234.380952380952,6878.388888888889,-644.0079365079364,avg_amt_DR
5002,0.0,0,0,0,12.0,4.0,1.0,10.0,2.0,11.0,n_ATM,9.0,2.0,1.0,3.0,0.0,7.0,n_CR_ATM,3.0,2.0,7.0,2.0,4.0,n_DR_CorporateConnect,22,18,4,n_CR,102099.0,109905.0,-7806.0,7292.785714285715,7850.357142857143,sum_amt_DR,4640.863636363636,6105.833333333333,-1464.969696969697,avg_amt_DR
5003,0.0,0,0,0,8.0,8.0,3.0,8.0,7.0,8.0,n_ATM,7.0,5.0,3.0,2.0,0.0,4.0,n_CR_ATM,1.0,3.0,6.0,7.0,4.0,n_DR_EDC,21,21,0,n_CR,142600.0,124319.0,18281.0,10185.714285714286,8879.92857142857,sum_amt_CR,6790.476190476191,5919.952380952381,870.5238095238101,avg_amt_CR
5004,0.0,0,0,0,10.0,8.0,4.0,5.0,10.0,6.0,n_ATM,6.0,3.0,4.0,4.0,0.0,1.0,n_CR_ATM,4.0,5.0,1.0,10.0,5.0,n_DR_EDC,18,25,-7,n_DR,90533.0,119158.0,-28625.0,6466.642857142857,8511.285714285714,sum_amt_DR,5029.611111111111,4766.32,263.2911111111116,avg_amt_CR
5005,0.0,0,0,0,11.0,10.0,7.0,9.0,3.0,9.0,n_ATM,4.0,7.0,7.0,3.0,0.0,5.0,n_CR_Branch,7.0,3.0,6.0,3.0,4.0,n_DR_ATM,26,23,3,n_CR,117409.0,125764.0,-8355.0,8386.357142857143,8983.142857142857,sum_amt_DR,4515.7307692307695,5468.0,-952.2692307692305,avg_amt_DR
5006,0.0,0,0,0,7.0,3.0,3.0,11.0,2.0,8.0,n_CorporateConnect,3.0,2.0,3.0,6.0,0.0,6.0,n_CR_CorporateConnect,4.0,1.0,5.0,2.0,2.0,n_DR_CorporateConnect,20,14,6,n_CR,93672.0,71366.0,22306.0,6690.857142857143,5097.571428571428,sum_amt_CR,4683.6,5097.571428571428,-413.9714285714281,avg_amt_DR
5007,0.0,0,0,0,5.0,9.0,4.0,3.0,4.0,7.0,n_Branch,3.0,6.0,4.0,1.0,0.0,4.0,n_CR_Branch,2.0,3.0,2.0,4.0,3.0,n_DR_EDC,18,14,4,n_CR,104878.0,68409.0,36469.0,7491.285714285715,4886.357142857143,sum_amt_CR,5826.555555555556,4886.357142857143,940.1984126984125,avg_amt_CR
5008,0.0,0,0,0,11.0,3.0,4.0,5.0,3.0,7.0,n_ATM,9.0,2.0,4.0,2.0,0.0,5.0,n_CR_ATM,2.0,1.0,3.0,3.0,2.0,n_DR_CorporateConnect,22,11,11,n_CR,82724.0,38934.0,43790.0,5908.857142857143,2781.0,sum_amt_CR,3760.181818181818,3539.4545454545455,220.72727272727252,avg_amt_CR
5009,0.0,0,0,0,7.0,7.0,4.0,4.0,2.0,7.0,n_ATM,2.0,4.0,4.0,2.0,0.0,3.0,n_CR_Branch,5.0,3.0,2.0,2.0,4.0,n_DR_ATM,15,16,-1,n_DR,89881.0,118999.0,-29118.0,6420.071428571428,8499.92857142857,sum_amt_DR,5992.066666666667,7437.4375,-1445.3708333333334,avg_amt_DR
5010,0.0,0,0,0,8.0,12.0,2.0,7.0,4.0,6.0,n_Branch,4.0,2.0,2.0,5.0,0.0,5.0,n_CR_CorporateConnect,4.0,10.0,2.0,4.0,1.0,n_DR_Branch,18,21,-3,n_DR,106701.0,101309.0,5392.0,7621.5,7236.357142857143,sum_amt_CR,5927.833333333333,4824.238095238095,1103.5952380952376,avg_amt_CR
5011,0.0,0,0,0,8.0,7.0,6.0,4.0,2.0,7.0,n_ATM,4.0,5.0,6.0,2.0,0.0,5.0,n_CR_CDM,4.0,2.0,2.0,2.0,2.0,n_DR_ATM,22,12,10,n_CR,132068.0,68705.0,63363.0,9433.42857142857,4907.5,sum_amt_CR,6003.090909090909,5725.416666666667,277.67424242424204,avg_amt_CR
5012,0.0,0,0,0,8.0,5.0,6.0,5.0,7.0,3.0,n_ATM,2.0,1.0,6.0,3.0,0.0,3.0,n_CR_CDM,6.0,4.0,2.0,7.0,0.0,n_DR_EDC,15,19,-4,n_DR,85611.0,106034.0,-20423.0,6115.071428571428,7573.857142857143,sum_amt_DR,5707.4,5580.736842105263,126.66315789473629,avg_amt_CR
5013,0.0,0,0,0,9.0,6.0,2.0,11.0,3.0,8.0,n_CorporateConnect,4.0,2.0,2.0,5.0,0.0,4.0,n_CR_CorporateConnect,5.0,4.0,6.0,3.0,4.0,n_DR_CorporateConnect,17,22,-5,n_DR,85376.0,116917.0,-31541.0,6098.285714285715,8351.214285714286,sum_amt_DR,5022.117647058823,5314.409090909091,-292.29144385026757,avg_amt_DR
5014,0.0,0,0,0,7.0,8.0,4.0,7.0,5.0,7.0,n_Branch,3.0,4.0,4.0,4.0,0.0,6.0,n_CR_KPlus,4.0,4.0,3.0,5.0,1.0,n_DR_EDC,21,17,4,n_CR,114370.0,94246.0,20124.0,8169.285714285715,6731.857142857143,sum_amt_CR,5446.190476190476,5543.882352941177,-97.69187675070043,avg_amt_DR
5015,0.0,0,0,0,7.0,11.0,1.0,6.0,6.0,9.0,n_Branch,2.0,5.0,1.0,3.0,0.0,1.0,n_CR_Branch,5.0,6.0,3.0,6.0,8.0,n_DR_KPlus,12,28,-16,n_DR,65195.0,160948.0,-95753.0,4656.785714285715,11496.285714285714,sum_amt_DR,5432.916666666667,5748.142857142857,-315.2261904761899,avg_amt_DR
5016,0.0,0,0,0,8.0,8.0,1.0,11.0,5.0,8.0,n_CorporateConnect,6.0,2.0,1.0,6.0,0.0,5.0,n_CR_ATM,2.0,6.0,5.0,5.0,3.0,n_DR_Branch,20,21,-1,n_DR,99099.0,139377.0,-40278.0,7078.5,9955.5,sum_amt_DR,4954.95,6637.0,-1682.0500000000002,avg_amt_DR
5017,0.0,0,0,0,4.0,6.0,5.0,8.0,4.0,6.0,n_CorporateConnect,1.0,2.0,5.0,6.0,0.0,1.0,n_CR_CorporateConnect,3.0,4.0,2.0,4.0,5.0,n_DR_KPlus,15,18,-3,n_DR,79740.0,86301.0,-6561.0,5695.714285714285,6164.357142857143,sum_amt_DR,5316.0,4794.5,521.5,avg_amt_CR
5018,0.0,0,0,0,2.0,9.0,3.0,9.0,5.0,5.0,n_Branch,1.0,4.0,3.0,5.0,0.0,3.0,n_CR_CorporateConnect,1.0,5.0,4.0,5.0,2.0,n_DR_Branch,16,17,-1,n_DR,80148.0,73423.0,6725.0,5724.857142857143,5244.5,sum_amt_CR,5009.25,4319.0,690.25,avg_amt_CR
5019,0.0,0,0,0,6.0,7.0,5.0,7.0,2.0,6.0,n_Branch,4.0,4.0,5.0,5.0,0.0,2.0,n_CR_CDM,2.0,3.0,2.0,2.0,4.0,n_DR_KPlus,20,13,7,n_CR,116850.0,57875.0,58975.0,8346.42857142857,4133.928571428572,sum_amt_CR,5842.5,4451.923076923077,1390.5769230769229,avg_amt_CR
5020,0.0,0,0,0,6.0,5.0,5.0,7.0,5.0,3.0,n_CorporateConnect,4.0,3.0,5.0,5.0,0.0,2.0,n_CR_CDM,2.0,2.0,2.0,5.0,1.0,n_DR_EDC,19,12,7,n_CR,103129.0,53487.0,49642.0,7366.357142857143,3820.5,sum_amt_CR,5427.8421052631575,4457.25,970.5921052631575,avg_amt_CR
5021,0.0,0,0,0,9.0,7.0,5.0,7.0,4.0,11.0,n_KPlus,6.0,2.0,5.0,6.0,0.0,6.0,n_CR_ATM,3.0,5.0,1.0,4.0,5.0,n_DR_Branch,25,18,7,n_CR,143165.0,84133.0,59032.0,10226.07142857143,6009.5,sum_amt_CR,5726.6,4674.055555555556,1052.5444444444447,avg_amt_CR
5022,0.0,0,0,0,12.0,12.0,3.0,4.0,3.0,7.0,n_ATM,5.0,6.0,3.0,2.0,0.0,2.0,n_CR_Branch,7.0,6.0,2.0,3.0,5.0,n_DR_ATM,18,23,-5,n_DR,95168.0,118866.0,-23698.0,6797.714285714285,8490.42857142857,sum_amt_DR,5287.111111111111,5168.086956521739,119.0241545893723,avg_amt_CR
5023,0.0,0,0,0,8.0,6.0,2.0,7.0,4.0,5.0,n_ATM,4.0,2.0,2.0,2.0,0.0,0.0,n_CR_ATM,4.0,4.0,5.0,4.0,5.0,n_DR_CorporateConnect,10,22,-12,n_DR,36611.0,149409.0,-112798.0,2615.0714285714284,10672.07142857143,sum_amt_DR,3661.1,6791.318181818182,-3130.218181818182,avg_amt_DR
5024,0.0,0,0,0,4.0,7.0,3.0,9.0,5.0,3.0,n_CorporateConnect,3.0,4.0,3.0,3.0,0.0,0.0,n_CR_Branch,1.0,3.0,6.0,5.0,3.0,n_DR_CorporateConnect,13,18,-5,n_DR,90940.0,64024.0,26916.0,6495.714285714285,4573.142857142857,sum_amt_CR,6995.384615384615,3556.8888888888887,3438.4957264957266,avg_amt_CR
5025,0.0,0,0,0,12.0,8.0,4.0,6.0,2.0,7.0,n_ATM,4.0,5.0,4.0,3.0,0.0,5.0,n_CR_Branch,8.0,3.0,3.0,2.0,2.0,n_DR_ATM,21,18,3,n_CR,109150.0,106095.0,3055.0,7796.428571428572,7578.214285714285,sum_amt_CR,5197.619047619048,5894.166666666667,-696.5476190476193,avg_amt_DR
5026,0.0,0,0,0,5.0,11.0,4.0,10.0,7.0,10.0,n_Branch,3.0,9.0,4.0,2.0,0.0,5.0,n_CR_Branch,2.0,2.0,8.0,7.0,5.0,n_DR_CorporateConnect,23,24,-1,n_DR,106292.0,94770.0,11522.0,7592.285714285715,6769.285714285715,sum_amt_CR,4621.391304347826,3948.75,672.641304347826,avg_amt_CR
5027,0.0,0,0,0,6.0,2.0,3.0,6.0,4.0,7.0,n_KPlus,2.0,1.0,3.0,2.0,0.0,4.0,n_CR_KPlus,4.0,1.0,4.0,4.0,3.0,n_DR_ATM,12,16,-4,n_DR,85844.0,94846.0,-9002.0,6131.714285714285,6774.714285714285,sum_amt_DR,7153.666666666667,5927.875,1225.791666666667,avg_amt_CR
5028,0.0,0,0,0,6.0,6.0,3.0,4.0,5.0,4.0,n_ATM,2.0,3.0,3.0,2.0,0.0,2.0,n_CR_Branch,4.0,3.0,2.0,5.0,2.0,n_DR_EDC,12,16,-4,n_DR,68518.0,95451.0,-26933.0,4894.142857142857,6817.928571428572,sum_amt_DR,5709.833333333333,5965.6875,-255.85416666666697,avg_amt_DR
5029,0.0,0,0,0,13.0,8.0,1.0,6.0,3.0,5.0,n_ATM,9.0,4.0,1.0,4.0,0.0,1.0,n_CR_ATM,4.0,4.0,2.0,3.0,4.0,n_DR_ATM,19,17,2,n_CR,102645.0,91211.0,11434.0,7331.785714285715,6515.071428571428,sum_amt_CR,5402.368421052632,5365.35294117647,37.01547987616141,avg_amt_CR
5030,0.0,0,0,0,10.0,15.0,2.0,3.0,2.0,6.0,n_Branch,6.0,9.0,2.0,1.0,0.0,2.0,n_CR_Branch,4.0,6.0,2.0,2.0,4.0,n_DR_Branch,20,18,2,n_CR,109619.0,89653.0,19966.0,7829.928571428572,6403.785714285715,sum_amt_CR,5480.95,4980.722222222223,500.2277777777772,avg_amt_CR
5031,0.0,0,0,0,9.0,7.0,2.0,8.0,5.0,11.0,n_KPlus,4.0,4.0,2.0,3.0,0.0,5.0,n_CR_KPlus,5.0,3.0,5.0,5.0,6.0,n_DR_KPlus,18,24,-6,n_DR,97407.0,76534.0,20873.0,6957.642857142857,5466.714285714285,sum_amt_CR,5411.5,3188.9166666666665,2222.5833333333335,avg_amt_CR
5032,0.0,0,0,0,3.0,4.0,2.0,7.0,6.0,12.0,n_KPlus,1.0,4.0,2.0,4.0,0.0,5.0,n_CR_KPlus,2.0,0.0,3.0,6.0,7.0,n_DR_KPlus,16,18,-2,n_DR,53335.0,134438.0,-81103.0,3809.6428571428573,9602.714285714286,sum_amt_DR,3333.4375,7468.777777777777,-4135.340277777777,avg_amt_DR
5033,0.0,0,0,0,5.0,6.0,1.0,6.0,5.0,12.0,n_KPlus,3.0,4.0,1.0,3.0,0.0,5.0,n_CR_KPlus,2.0,2.0,3.0,5.0,7.0,n_DR_KPlus,16,19,-3,n_DR,77929.0,78898.0,-969.0,5566.357142857143,5635.571428571428,sum_amt_DR,4870.5625,4152.526315789473,718.0361842105267,avg_amt_CR
5034,0.0,0,0,0,7.0,13.0,2.0,6.0,3.0,9.0,n_Branch,3.0,8.0,2.0,1.0,0.0,3.0,n_CR_Branch,4.0,5.0,5.0,3.0,6.0,n_DR_KPlus,17,23,-6,n_DR,106741.0,125739.0,-18998.0,7624.357142857143,8981.357142857143,sum_amt_DR,6278.882352941177,5466.913043478261,811.9693094629156,avg_amt_CR
5035,0.0,0,0,0,11.0,8.0,6.0,6.0,9.0,10.0,n_ATM,8.0,6.0,6.0,3.0,0.0,5.0,n_CR_ATM,3.0,2.0,3.0,9.0,5.0,n_DR_EDC,28,22,6,n_CR,161446.0,69510.0,91936.0,11531.857142857143,4965.0,sum_amt_CR,5765.928571428572,3159.5454545454545,2606.383116883117,avg_amt_CR
5036,0.0,0,0,0,12.0,6.0,1.0,6.0,3.0,5.0,n_ATM,5.0,0.0,1.0,2.0,0.0,1.0,n_CR_ATM,7.0,6.0,4.0,3.0,4.0,n_DR_ATM,9,24,-15,n_DR,65433.0,131446.0,-66013.0,4673.785714285715,9389.0,sum_amt_DR,7270.333333333333,5476.916666666667,1793.416666666666,avg_amt_CR
5037,0.0,0,0,0,4.0,4.0,6.0,5.0,1.0,2.0,n_CDM,3.0,3.0,6.0,3.0,0.0,0.0,n_CR_CDM,1.0,1.0,2.0,1.0,2.0,n_DR_CorporateConnect,15,7,8,n_CR,74930.0,39682.0,35248.0,5352.142857142857,2834.4285714285716,sum_amt_CR,4995.333333333333,5668.857142857143,-673.5238095238101,avg_amt_DR
5038,0.0,0,0,0,9.0,5.0,2.0,3.0,6.0,6.0,n_ATM,7.0,4.0,2.0,2.0,0.0,2.0,n_CR_ATM,2.0,1.0,1.0,6.0,4.0,n_DR_EDC,17,14,3,n_CR,90015.0,49818.0,40197.0,6429.642857142857,3558.4285714285716,sum_amt_CR,5295.0,3558.4285714285716,1736.5714285714284,avg_amt_CR
5039,0.0,0,0,0,6.0,5.0,2.0,7.0,5.0,6.0,n_CorporateConnect,2.0,3.0,2.0,3.0,0.0,1.0,n_CR_Branch,4.0,2.0,4.0,5.0,5.0,n_DR_EDC,11,20,-9,n_DR,48364.0,100353.0,-51989.0,3454.5714285714284,7168.071428571428,sum_amt_DR,4396.727272727273,5017.65,-620.9227272727267,avg_amt_DR
5040,0.0,0,0,0,7.0,10.0,1.0,4.0,5.0,13.0,n_KPlus,3.0,8.0,1.0,1.0,0.0,6.0,n_CR_Branch,4.0,2.0,3.0,5.0,7.0,n_DR_KPlus,19,21,-2,n_DR,94315.0,118271.0,-23956.0,6736.785714285715,8447.92857142857,sum_amt_DR,4963.9473684210525,5631.952380952381,-668.0050125313282,avg_amt_DR
5041,0.0,0,0,0,14.0,8.0,3.0,10.0,1.0,6.0,n_ATM,6.0,6.0,3.0,7.0,0.0,3.0,n_CR_CorporateConnect,8.0,2.0,3.0,1.0,3.0,n_DR_ATM,25,17,8,n_CR,158937.0,99128.0,59809.0,11352.642857142857,7080.571428571428,sum_amt_CR,6357.48,5831.058823529412,526.4211764705879,avg_amt_CR
5042,0.0,0,0,0,6.0,3.0,5.0,8.0,6.0,14.0,n_KPlus,2.0,1.0,5.0,4.0,0.0,8.0,n_CR_KPlus,4.0,2.0,4.0,6.0,6.0,n_DR_EDC,20,22,-2,n_DR,114266.0,137488.0,-23222.0,8161.857142857143,9820.57142857143,sum_amt_DR,5713.3,6249.454545454545,-536.1545454545449,avg_amt_DR
5043,0.0,0,0,0,4.0,9.0,5.0,10.0,5.0,4.0,n_CorporateConnect,3.0,7.0,5.0,7.0,0.0,4.0,n_CR_Branch,1.0,2.0,3.0,5.0,0.0,n_DR_EDC,26,11,15,n_CR,192356.0,73042.0,119314.0,13739.714285714286,5217.285714285715,sum_amt_CR,7398.307692307692,6640.181818181818,758.1258741258744,avg_amt_CR
5044,0.0,0,0,0,2.0,9.0,2.0,7.0,4.0,5.0,n_Branch,2.0,5.0,2.0,4.0,0.0,5.0,n_CR_Branch,0.0,4.0,3.0,4.0,0.0,n_DR_Branch,18,11,7,n_CR,113132.0,65584.0,47548.0,8080.857142857143,4684.571428571428,sum_amt_CR,6285.111111111111,5962.181818181818,322.9292929292933,avg_amt_CR
5045,0.0,0,0,0,6.0,12.0,5.0,4.0,2.0,9.0,n_Branch,5.0,9.0,5.0,3.0,0.0,5.0,n_CR_Branch,1.0,3.0,1.0,2.0,4.0,n_DR_KPlus,27,11,16,n_CR,105643.0,47467.0,58176.0,7545.928571428572,3390.5,sum_amt_CR,3912.703703703704,4315.181818181818,-402.4781144781141,avg_amt_DR
5046,0.0,0,0,0,4.0,7.0,3.0,8.0,5.0,8.0,n_CorporateConnect,2.0,4.0,3.0,5.0,0.0,4.0,n_CR_CorporateConnect,2.0,3.0,3.0,5.0,4.0,n_DR_EDC,18,17,1,n_CR,83252.0,112280.0,-29028.0,5946.571428571428,8020.0,sum_amt_DR,4625.111111111111,6604.705882352941,-1979.5947712418301,avg_amt_DR
5047,0.0,0,0,0,6.0,8.0,4.0,7.0,1.0,8.0,n_Branch,3.0,5.0,4.0,3.0,0.0,3.0,n_CR_Branch,3.0,3.0,4.0,1.0,5.0,n_DR_KPlus,18,16,2,n_CR,76898.0,68140.0,8758.0,5492.714285714285,4867.142857142857,sum_amt_CR,4272.111111111111,4258.75,13.361111111111313,avg_amt_CR
5048,0.0,0,0,0,6.0,7.0,0.0,9.0,4.0,9.0,n_CorporateConnect,5.0,4.0,0.0,8.0,0.0,5.0,n_CR_CorporateConnect,1.0,3.0,1.0,4.0,4.0,n_DR_EDC,22,13,9,n_CR,88729.0,67828.0,20901.0,6337.785714285715,4844.857142857143,sum_amt_CR,4033.1363636363635,5217.538461538462,-1184.4020979020984,avg_amt_DR
5049,0.0,0,0,0,8.0,5.0,7.0,8.0,3.0,6.0,n_ATM,5.0,2.0,7.0,6.0,0.0,2.0,n_CR_CDM,3.0,3.0,2.0,3.0,4.0,n_DR_KPlus,22,15,7,n_CR,111648.0,63165.0,48483.0,7974.857142857143,4511.785714285715,sum_amt_CR,5074.909090909091,4211.0,863.909090909091,avg_amt_CR
5050,0.0,0,0,0,3.0,8.0,3.0,6.0,3.0,7.0,n_Branch,1.0,3.0,3.0,3.0,0.0,3.0,n_CR_Branch,2.0,5.0,3.0,3.0,4.0,n_DR_Branch,13,17,-4,n_DR,59330.0,109751.0,-50421.0,4237.857142857143,7839.357142857143,sum_amt_DR,4563.846153846154,6455.941176470588,-1892.095022624434,avg_amt_DR
5051,0.0,0,0,0,13.0,12.0,2.0,10.0,6.0,8.0,n_ATM,4.0,5.0,2.0,7.0,0.0,5.0,n_CR_CorporateConnect,9.0,7.0,3.0,6.0,3.0,n_DR_ATM,23,28,-5,n_DR,92826.0,97729.0,-4903.0,6630.428571428572,6980.642857142857,sum_amt_DR,4035.913043478261,3490.3214285714284,545.5916149068325,avg_amt_CR
5052,0.0,0,0,0,7.0,7.0,4.0,6.0,4.0,7.0,n_ATM,4.0,1.0,4.0,5.0,0.0,5.0,n_CR_CorporateConnect,3.0,6.0,1.0,4.0,2.0,n_DR_Branch,19,16,3,n_CR,90769.0,89544.0,1225.0,6483.5,6396.0,sum_amt_CR,4777.315789473684,5596.5,-819.1842105263158,avg_amt_DR
5053,0.0,0,0,0,6.0,12.0,5.0,6.0,4.0,6.0,n_Branch,2.0,6.0,5.0,4.0,0.0,2.0,n_CR_Branch,4.0,6.0,2.0,4.0,4.0,n_DR_Branch,19,20,-1,n_DR,86050.0,90795.0,-4745.0,6146.428571428572,6485.357142857143,sum_amt_DR,4528.9473684210525,4539.75,-10.802631578947512,avg_amt_DR
